headings_match,orig_heading,aLabel,loc_id,category,url,talk_title,talk_date,order_in_day,is_speaker,display_name
True,"Whitesides, G. M.","Whitesides, G. M.",n94001619,PERSONAL_NAME,http://id.loc.gov/authorities/n94001619,Soft Robots,2015-04-24,7,True,George M. Whitesides
True,"Ziṿ, Yaʻaḳov","Ziṿ, Yaʻaḳov",nr2006010109,PERSONAL_NAME,http://id.loc.gov/authorities/nr2006010109,Admission of New Members,2005-04-29,1,False,
True,"Gray, Harry B.","Gray, Harry B.",n80020407,PERSONAL_NAME,http://id.loc.gov/authorities/n80020407,Admission of New Members,2005-04-29,1,False,
True,"Perrot, Jean, 1920-2012","Perrot, Jean, 1920-2012",n89629507,PERSONAL_NAME,http://id.loc.gov/authorities/n89629507,Admission of New Members,2005-04-29,1,False,
True,"Washington, Warren M.","Washington, Warren M.",n88059725,PERSONAL_NAME,http://id.loc.gov/authorities/n88059725,20th and 21st Century Climate Change,2005-04-29,2,True,Warren M. Washington
True,"Washington, Warren M.","Washington, Warren M.",n88059725,PERSONAL_NAME,http://id.loc.gov/authorities/n88059725,Observed Climate Change: Introduction,2017-04-28,1,True,Warren M. Washington
False,Climatic changes--History,,,TOPIC,,20th and 21st Century Climate Change,2005-04-29,2,False,
False,Climatic changes--History,,,TOPIC,,"Tree Rings Reveal Climate Change Past, Present, and Future",2017-04-28,4,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,20th and 21st Century Climate Change,2005-04-29,2,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,The Wired Planet: The Current and Future States of Earth,2008-04-25,6,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Action Not Words: Introduction,2008-11-14,2,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Symposium on Alternative Energy: Introduction,2010-04-23,2,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Meeting the Energy and Climate Challenge,2010-04-23,3,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Present Status of and Future Prognosis for Solar Photo Conversion to Clean Electricity and Renewable Fuels,2010-04-23,5,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Climate Justice and Food Security,2011-11-19,5,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Climate Justice and Food Security,2011-11-19,5,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Amphibians: Harbingers of a Biodiversity Crisis,2014-04-24,3,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,The Hiatus in Global Warming,2014-04-25,7,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Carbon Pricing for Climate Change Policy,2014-04-25,8,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Observed Climate Change: Introduction,2017-04-28,1,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Design Problem-Solving in the Anthropocene,2019-04-26,2,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,On Sheet Ice Melt in a Warming Climate and What We Should Do About It,2019-04-26,3,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Why Are There So Many Kinds of Leaves?,2019-04-26,4,False,
True,Climatic changes,Climatic changes,sh85027037,TOPIC,http://id.loc.gov/authorities/sh85027037,Some Thoughts on 2050 and Beyond,2019-04-27,3,False,
True,"Jordan, Thomas H. (Thomas Hilman), 1948-","Jordan, Thomas H. (Thomas Hilman), 1948-",n2008040327,PERSONAL_NAME,http://id.loc.gov/authorities/n2008040327,Earthquake Prediction: A Gambler's Game,2005-04-29,3,True,Thomas H. Jordan
True,Earthquake prediction,Earthquake prediction,sh85040492,TOPIC,http://id.loc.gov/authorities/sh85040492,Earthquake Prediction: A Gambler's Game,2005-04-29,3,False,
True,Earthquakes,Earthquakes,sh85040496,TOPIC,http://id.loc.gov/authorities/sh85040496,Earthquake Prediction: A Gambler's Game,2005-04-29,3,False,
True,"Berg, Howard C., 1934-","Berg, Howard C., 1934-",n83209490,PERSONAL_NAME,http://id.loc.gov/authorities/n83209490,Marvels of Bacterial Behavior,2005-04-29,4,True,Howard C. Berg
True,Bacteria--Physiology,Bacteria--Physiology,sh85010820,TOPIC,http://id.loc.gov/authorities/sh85010820,Marvels of Bacterial Behavior,2005-04-29,4,False,
True,Bacteria--Motility,Bacteria--Motility,sh85010819,TOPIC,http://id.loc.gov/authorities/sh85010819,Marvels of Bacterial Behavior,2005-04-29,4,False,
True,"Prince, Sue Ann","Prince, Sue Ann",n90623997,PERSONAL_NAME,http://id.loc.gov/authorities/n90623997,Treasures Revealed: 260 Years of Collecting at the American Philosophical Society,2005-04-29,5,True,Sue Ann Prince
True,"Prince, Sue Ann","Prince, Sue Ann",n90623997,PERSONAL_NAME,http://id.loc.gov/authorities/n90623997,“Of Elephants and Roses” . . . and Empress Josephine’s Black Swan,2011-04-28,6,True,Sue Ann Prince
False,American Philosophical Society--History,,,TOPIC,,Treasures Revealed: 260 Years of Collecting at the American Philosophical Society,2005-04-29,5,False,
False,American Philosophical Society--Exhibitions,,,TOPIC,,Treasures Revealed: 260 Years of Collecting at the American Philosophical Society,2005-04-29,5,False,
True,"Wood, Michael, 1936-","Wood, Michael, 1936-",n50015134,PERSONAL_NAME,http://id.loc.gov/authorities/n50015134,Found in Translation: Travels Between Languages,2005-04-29,7,True,Michael Wood
True,Language and languages,Language and languages,sh85074518,TOPIC,http://id.loc.gov/authorities/sh85074518,Found in Translation: Travels Between Languages,2005-04-29,7,False,
True,"García Márquez, Gabriel, 1927-2014","García Márquez, Gabriel, 1927-2014",n79063441,PERSONAL_NAME,http://id.loc.gov/authorities/n79063441,Found in Translation: Travels Between Languages,2005-04-29,7,False,
True,"Goethe, Johann Wolfgang von, 1749-1832","Goethe, Johann Wolfgang von, 1749-1832",n79003362,PERSONAL_NAME,http://id.loc.gov/authorities/n79003362,Found in Translation: Travels Between Languages,2005-04-29,7,False,
True,"Middlekauff, Robert","Middlekauff, Robert",n50031369,PERSONAL_NAME,http://id.loc.gov/authorities/n50031369,Mark Twain's Humor - With Examples,2005-04-29,8,True,Robert Middlekauff
True,Wit and humor,Wit and humor,sh85147124,TOPIC,http://id.loc.gov/authorities/sh85147124,Mark Twain's Humor - With Examples,2005-04-29,8,False,
True,"Twain, Mark, 1835-1910","Twain, Mark, 1835-1910",n79021164,PERSONAL_NAME,http://id.loc.gov/authorities/n79021164,Mark Twain's Humor - With Examples,2005-04-29,8,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Mark Twain's Humor - With Examples,2005-04-29,8,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Introduction,2006-4-27,1,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Faraday and Franklin,2006-4-27,2,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Franklin’s Vision,2006-4-27,3,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Benjamin Franklin and Erasable Writing,2006-4-27,4,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Franklin and Einstein,2006-4-27,5,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,The Enlightenment On-Line: Opportunities and Complexities,2006-4-27,7,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Fragonard and Franklin,2006-4-28,2,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Trends in French Science,2006-4-28,3,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Benjamin Franklin and the Edinburgh Enlightenment,2006-4-28,4,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Plus and Minus: Franklin’s Zero-Sum Way of Thinking,2006-4-28,5,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Franklin and Slavery: The Peculiar Connection,2006-4-28,6,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,How to Buy a Continent: The Protocol of Indian Treaties as Developed by Benjamin Franklin and Other Members of the American Philosophical Society,2014-11-08,3,False,
True,"Franklin, Benjamin, 1706-1790","Franklin, Benjamin, 1706-1790",n79043402,PERSONAL_NAME,http://id.loc.gov/authorities/n79043402,Dinner with Ben Franklin: The Origins of the American Philosophical Society,2018-04-26,2,False,
True,"Sen, Amartya, 1933-","Sen, Amartya, 1933-",n50012860,PERSONAL_NAME,http://id.loc.gov/authorities/n50012860,Identity and the Violence of Illusion,2005-04-29,9,True,Amartya Sen
True,Social sciences,Social sciences,sh85124003,TOPIC,http://id.loc.gov/authorities/sh85124003,Identity and the Violence of Illusion,2005-04-29,9,False,
True,Philosophy,Philosophy,sh85100849,TOPIC,http://id.loc.gov/authorities/sh85100849,Identity and the Violence of Illusion,2005-04-29,9,False,
True,Philosophy,Philosophy,sh85100849,TOPIC,http://id.loc.gov/authorities/sh85100849,The Search for Signatures of Consciousness in the Human Brain,2016-04-28,1,False,
True,Philosophy,Philosophy,sh85100849,TOPIC,http://id.loc.gov/authorities/sh85100849,How Art Works: Psychological Approaches to Philosophical Questions,2018-11-10,3,False,
True,"Breyer, Stephen G., 1938-","Breyer, Stephen G., 1938-",n79126462,PERSONAL_NAME,http://id.loc.gov/authorities/n79126462,Admission of New Members,2005-04-30,1,False,
True,"Breyer, Stephen G., 1938-","Breyer, Stephen G., 1938-",n79126462,PERSONAL_NAME,http://id.loc.gov/authorities/n79126462,The Work of the Supreme Court,2006-4-29,7,True,Stephen Breyer
True,"Breyer, Stephen G., 1938-","Breyer, Stephen G., 1938-",n79126462,PERSONAL_NAME,http://id.loc.gov/authorities/n79126462,John Marshall Was Not the First Chief Justice and Why Diamonds Really are a Girl’s Best Friend,2007-11-8,1,False,
True,"Humphrey, Caroline","Humphrey, Caroline",n82139394,PERSONAL_NAME,http://id.loc.gov/authorities/n82139394,Admission of New Members,2005-04-30,1,False,
True,"Humphrey, Caroline","Humphrey, Caroline",n82139394,PERSONAL_NAME,http://id.loc.gov/authorities/n82139394,Life in Common and Russian Ideas About Freedom,2005-04-30,3,True,Caroline Humphrey
True,"Humphrey, Caroline","Humphrey, Caroline",n82139394,PERSONAL_NAME,http://id.loc.gov/authorities/n82139394,John Marshall Was Not the First Chief Justice and Why Diamonds Really are a Girl’s Best Friend,2007-11-8,1,False,
True,"Findlen, Paula","Findlen, Paula",n93019516,PERSONAL_NAME,http://id.loc.gov/authorities/n93019516,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30,2,True,Paula Findlen
False,Science--Italy--History--17th century,Religion and science--Italy--History--17th century,sh2010110666,TOPIC,http://id.loc.gov/authorities/sh2010110666,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30,2,False,
True,Italy,Italy,n79021783,GEOGRAPHIC,http://id.loc.gov/authorities/n79021783,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30,2,False,
True,Italy,Italy,n79021783,GEOGRAPHIC,http://id.loc.gov/authorities/n79021783,Giuseppe Verdi and the Italian Risorgimento,2010-11-12,3,False,
True,Italy,Italy,n79021783,GEOGRAPHIC,http://id.loc.gov/authorities/n79021783,Through the Looking Glass: The Future of Collecting Antiquities,2019-11-07,4,False,
True,Human rights--Russia (Federation),Human rights--Russia (Federation),sh2009126627,TOPIC,http://id.loc.gov/authorities/sh2009126627,Life in Common and Russian Ideas About Freedom,2005-04-30,3,False,
True,Soviet Union,Soviet Union,n80126312,GEOGRAPHIC,http://id.loc.gov/authorities/n80126312,Life in Common and Russian Ideas About Freedom,2005-04-30,3,False,
True,"Oppenheimer, J. Robert, 1904-1967","Oppenheimer, J. Robert, 1904-1967",n50005793,PERSONAL_NAME,http://id.loc.gov/authorities/n50005793,"Atomic Weapons (November 16, 1945)",2005-04-30,4,True,J. Robert Oppenheimer
True,"Dyson, Freeman J.","Dyson, Freeman J.",n79056129,PERSONAL_NAME,http://id.loc.gov/authorities/n79056129,"Atomic Weapons (November 16, 1945)",2005-04-30,4,True,Freeman J. Dyson
True,Nuclear weapons,Nuclear weapons,sh85093127,TOPIC,http://id.loc.gov/authorities/sh85093127,"Atomic Weapons (November 16, 1945)",2005-04-30,4,False,
True,Nuclear weapons,Nuclear weapons,sh85093127,TOPIC,http://id.loc.gov/authorities/sh85093127,Living with Nuclear Weapons: Fifty Years and Counting,2005-04-30,5,False,
True,Nuclear nonproliferation,Nuclear nonproliferation,sh85093020,TOPIC,http://id.loc.gov/authorities/sh85093020,"Atomic Weapons (November 16, 1945)",2005-04-30,4,False,
True,Nuclear nonproliferation,Nuclear nonproliferation,sh85093020,TOPIC,http://id.loc.gov/authorities/sh85093020,Living with Nuclear Weapons: Fifty Years and Counting,2005-04-30,5,False,
True,Nuclear nonproliferation,Nuclear nonproliferation,sh85093020,TOPIC,http://id.loc.gov/authorities/sh85093020,The Iran Nuclear Deal,2015-11-13,8,False,
True,"Garwin, Richard L.","Garwin, Richard L.",n84135318,PERSONAL_NAME,http://id.loc.gov/authorities/n84135318,Living with Nuclear Weapons: Fifty Years and Counting,2005-04-30,5,True,Richard L. Garwin
True,"Garwin, Richard L.","Garwin, Richard L.",n84135318,PERSONAL_NAME,http://id.loc.gov/authorities/n84135318,The Iran Nuclear Deal,2015-11-13,8,True,Richard L. Garwin
True,"Bennet, Jean","Bennet, Jean",n85100424,PERSONAL_NAME,http://id.loc.gov/authorities/n85100424,Gene Therapy for Congenital Blindness,2005-11-10,1,True,Jean Bennett
True,Gene therapy,Gene therapy,sh85053738,TOPIC,http://id.loc.gov/authorities/sh85053738,Gene Therapy for Congenital Blindness,2005-11-10,1,False,
True,Blindness--Genetic aspects,Blindness--Genetic aspects,sh85014887,TOPIC,http://id.loc.gov/authorities/sh85014887,Gene Therapy for Congenital Blindness,2005-11-10,1,False,
True,Blindness in animals,Blindness in animals,sh98004879,TOPIC,http://id.loc.gov/authorities/sh98004879,Gene Therapy for Congenital Blindness,2005-11-10,1,False,
False,Blindness--Research,,,TOPIC,,Gene Therapy for Congenital Blindness,2005-11-10,1,False,
True,"Tallal, Paula, 1947-","Tallal, Paula, 1947-",n88109796,PERSONAL_NAME,http://id.loc.gov/authorities/n88109796,Improving Language and Literacy: Moving Research from the Laboratory to the Classroom,2005-11-10,2,True,Paula Tallal
True,Language disorders--Treatment,Language disorders--Treatment,sh2009128840,TOPIC,http://id.loc.gov/authorities/sh2009128840,Improving Language and Literacy: Moving Research from the Laboratory to the Classroom,2005-11-10,2,False,
True,Literacy,Literacy,sh85077482,TOPIC,http://id.loc.gov/authorities/sh85077482,Improving Language and Literacy: Moving Research from the Laboratory to the Classroom,2005-11-10,2,False,
False,Neurobiology--Research,,,TOPIC,,Improving Language and Literacy: Moving Research from the Laboratory to the Classroom,2005-11-10,2,False,
False,Neurobiology--Research,,,TOPIC,,The Surprising Biology of Short RNAs,2005-11-10,4,False,
True,"Nottebohm, Fernando","Nottebohm, Fernando",n85205723,PERSONAL_NAME,http://id.loc.gov/authorities/n85205723,Neuronal Replacement in the Adult Brain,2005-11-10,3,True,Fernando Nottebohm
True,Neural stem cells,Neural stem cells,sh2003001310,TOPIC,http://id.loc.gov/authorities/sh2003001310,Neuronal Replacement in the Adult Brain,2005-11-10,3,False,
True,Neurosciences,Neurosciences,sh91006099,TOPIC,http://id.loc.gov/authorities/sh91006099,Neuronal Replacement in the Adult Brain,2005-11-10,3,False,
True,"Sharp, Phillip A.","Sharp, Phillip A.",n85304099,PERSONAL_NAME,http://id.loc.gov/authorities/n85304099,The Surprising Biology of Short RNAs,2005-11-10,4,True,Phillip A. Sharp
True,MicroRNA,MicroRNA,sh2016001376,TOPIC,http://id.loc.gov/authorities/sh2016001376,The Surprising Biology of Short RNAs,2005-11-10,4,False,
True,"Faust, Drew Gilpin","Faust, Drew Gilpin",n81037154,PERSONAL_NAME,http://id.loc.gov/authorities/n81037154,Counting the Dead: Historical Reflections on the Casualty List,2005-11-11,1,True,Drew G. Faust
False,Death--Social aspects--United States--History--19th century,,,TOPIC,,Counting the Dead: Historical Reflections on the Casualty List,2005-11-11,1,False,
False,Burial--Social aspects--United States--History--19th century,,,TOPIC,,Counting the Dead: Historical Reflections on the Casualty List,2005-11-11,1,False,
True,"United States--History--Civil War, 1861-1865--Social aspects","United States--History--Civil War, 1861-1865--Social aspects",sh2007100005,TOPIC,http://id.loc.gov/authorities/sh2007100005,Counting the Dead: Historical Reflections on the Casualty List,2005-11-11,1,False,
True,"Holcomb, John B.","Holcomb, John B.",n2014182192,PERSONAL_NAME,http://id.loc.gov/authorities/n2014182192,Research Issues Related to Combat Casualty Care,2005-11-11,2,True,John B. Holcomb
False,Epidemiology--United States--Armed Services,,,TOPIC,,Research Issues Related to Combat Casualty Care,2005-11-11,2,False,
False,Military casualties--United States,,,TOPIC,,Research Issues Related to Combat Casualty Care,2005-11-11,2,False,
False,Military casualties--Research,,,TOPIC,,Research Issues Related to Combat Casualty Care,2005-11-11,2,False,
True,"Sabloff, Jeremy A.","Sabloff, Jeremy A.",n79003991,PERSONAL_NAME,http://id.loc.gov/authorities/n79003991,It Depends on How We Look at Things: New Perspectives on the Postclassic Period in the Northern Maya Lowlands,2005-11-11,3,True,Jeremy A. Sabloff
True,Mayas--History,Mayas--History,sh2008107579,TOPIC,http://id.loc.gov/authorities/sh2008107579,It Depends on How We Look at Things: New Perspectives on the Postclassic Period in the Northern Maya Lowlands,2005-11-11,3,False,
True,Maya chronology,Maya chronology,sh94000550,TOPIC,http://id.loc.gov/authorities/sh94000550,It Depends on How We Look at Things: New Perspectives on the Postclassic Period in the Northern Maya Lowlands,2005-11-11,3,False,
False,Indigenous peoples of Mexico--Antiquities,,,TOPIC,,It Depends on How We Look at Things: New Perspectives on the Postclassic Period in the Northern Maya Lowlands,2005-11-11,3,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,It Depends on How We Look at Things: New Perspectives on the Postclassic Period in the Northern Maya Lowlands,2005-11-11,3,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,The State of Science and its Role in Oil Spill Response: Lessons from Deepwater Horizon,2010-11-13,7,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,Offshore Energy Reform: Now or Never,2010-11-13,8,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,Deepwater Horizon: A Black Swan for U.S. Oil and Gas Exploration,2010-11-13,9,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,Bordering by Law,2015-04-25,2,False,
True,Mexico,Mexico,n81013960,GEOGRAPHIC,http://id.loc.gov/authorities/n81013960,The Mexico-U.S. Border in the American Imagination,2015-04-25,3,False,
True,"Bricker, Victoria Reifler, 1940-","Bricker, Victoria Reifler, 1940-",n81043517,PERSONAL_NAME,http://id.loc.gov/authorities/n81043517,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,True,Victoria R. Bricker
True,"Bricker, Victoria Reifler, 1940-","Bricker, Victoria Reifler, 1940-",n81043517,PERSONAL_NAME,http://id.loc.gov/authorities/n81043517,Presentation of Society Awards and Prizes,2011-11-18,5,False,
False,Indigenous peoples of Mexico--Languages--Writing,,,TOPIC,,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,False,
True,Mayan languages--Writing,Mayan languages--Writing,sh85082417,TOPIC,http://id.loc.gov/authorities/sh85082417,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,False,
True,Ethnography,Ethnology,sh85045198,TOPIC,http://id.loc.gov/authorities/sh85045198,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,False,
True,Hieroglyphics,Hieroglyphics,sh85060649,TOPIC,http://id.loc.gov/authorities/sh85060649,Literary Continuities Across the Transformation from Maya Hieroglyphic to Alphabetic Writing,2005-11-11,4,False,
True,"Varsano, Paula M.","Varsano, Paula M.",nr88001840,PERSONAL_NAME,http://id.loc.gov/authorities/nr88001840,Enduring Pleasures: Classical Chinese Poetry in a Visual Age,2005-11-11,5,True,Paula Varsano
True,Chinese literature,Chinese literature,sh85024323,TOPIC,http://id.loc.gov/authorities/sh85024323,Enduring Pleasures: Classical Chinese Poetry in a Visual Age,2005-11-11,5,False,
True,"Literature, Ancient","Literature, Ancient",sh85077533,TOPIC,http://id.loc.gov/authorities/sh85077533,Enduring Pleasures: Classical Chinese Poetry in a Visual Age,2005-11-11,5,False,
True,Visual learning,Visual learning,sh86007604,TOPIC,http://id.loc.gov/authorities/sh86007604,Enduring Pleasures: Classical Chinese Poetry in a Visual Age,2005-11-11,5,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,Enduring Pleasures: Classical Chinese Poetry in a Visual Age,2005-11-11,5,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,Chinese Poetry and the European Imagination,2005-11-11,6,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,Chinese Development in Long-Run Perspective,2005-11-11,7,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,Chinese Development: A Contemporary Perspective,2005-11-11,8,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,Popular Propaganda? Art and Culture in Revolutionary China,2007-4-27,2,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,"The Chinese Economy: Growth, Prospects and Risks",2007-11-10,1,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,The Rule of Law in China,2007-11-10,2,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,A Brief History of Chinese Music Through the Story of Pipa (Yang Wei Accompanying on the Pipa),2007-11-10,3,False,
True,China,China,n79091151,GEOGRAPHIC,http://id.loc.gov/authorities/n79091151,A New Past: Ancient Chinese Manuscripts,2017-04-29,4,False,
True,"Yu, Pauline, 1949-","Yu, Pauline, 1949-",n80004961,PERSONAL_NAME,http://id.loc.gov/authorities/n80004961,Chinese Poetry and the European Imagination,2005-11-11,6,True,Pauline Yu
True,Chinese poetry,Chinese poetry,sh85024350,TOPIC,http://id.loc.gov/authorities/sh85024350,Chinese Poetry and the European Imagination,2005-11-11,6,False,
False,Chinese literature--Translations into French,,,TOPIC,,Chinese Poetry and the European Imagination,2005-11-11,6,False,
True,"Pomeranz, Kenneth","Pomeranz, Kenneth",n92048594,PERSONAL_NAME,http://id.loc.gov/authorities/n92048594,Chinese Development in Long-Run Perspective,2005-11-11,7,True,Kenneth Pomeranz
True,China--Social conditions,China--Social conditions,sh85024178,TOPIC,http://id.loc.gov/authorities/sh85024178,Chinese Development in Long-Run Perspective,2005-11-11,7,False,
True,China--Social conditions,China--Social conditions,sh85024178,TOPIC,http://id.loc.gov/authorities/sh85024178,Chinese Development: A Contemporary Perspective,2005-11-11,8,False,
True,China--Economic conditions,China--Economic conditions,sh85024011,TOPIC,http://id.loc.gov/authorities/sh85024011,Chinese Development in Long-Run Perspective,2005-11-11,7,False,
True,China--Economic conditions,China--Economic conditions,sh85024011,TOPIC,http://id.loc.gov/authorities/sh85024011,Chinese Development: A Contemporary Perspective,2005-11-11,8,False,
False,"Perkins, Dwight H. (Dwight Heald), d 1934-",,,PERSONAL_NAME,,Chinese Development: A Contemporary Perspective,2005-11-11,8,True,Dwight H. Perkins
True,Economic development--China,Economic development--China,sh2009124570,TOPIC,http://id.loc.gov/authorities/sh2009124570,Chinese Development: A Contemporary Perspective,2005-11-11,8,False,
True,"Resnik, Judith","Resnik, Judith",n83021997,PERSONAL_NAME,http://id.loc.gov/authorities/n83021997,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,True,Judith Resnik
True,"Resnik, Judith","Resnik, Judith",n83021997,PERSONAL_NAME,http://id.loc.gov/authorities/n83021997,Bordering by Law,2015-04-25,2,True,Judith Resnik
True,"Curtis, Dennis E.","Curtis, Dennis E. (Dennis Edward), 1933-",no97001613,PERSONAL_NAME,http://id.loc.gov/authorities/no97001613,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,True,Dennis E. Curtis
True,Law--History,Law--History,sh85075133,TOPIC,http://id.loc.gov/authorities/sh85075133,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,False,
True,Justice in art,Justice in art,sh85071138,TOPIC,http://id.loc.gov/authorities/sh85071138,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,False,
True,Statues,Statues,sh85127595,TOPIC,http://id.loc.gov/authorities/sh85127595,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,False,
True,"Curtis, Dennis E. (Dennis Edward), 1933-","Curtis, Dennis E. (Dennis Edward), 1933-",no97001613,PERSONAL_NAME,http://id.loc.gov/authorities/no97001613,Representing Justice: From Renaissance Iconography to Twenty-First Century Courthouses,2005-11-12,1,False,
True,"Colwell, Rita R., 1934-","Colwell, Rita R., 1934-",n83154705,PERSONAL_NAME,http://id.loc.gov/authorities/n83154705,"Oceans, Climate, and Health: The Cholera Paradigm",2005-11-12,2,True,Rita R. Colwell
True,Climatology,Climatology,sh85027044,TOPIC,http://id.loc.gov/authorities/sh85027044,"Oceans, Climate, and Health: The Cholera Paradigm",2005-11-12,2,False,
True,Cholera,Cholera,sh85024645,TOPIC,http://id.loc.gov/authorities/sh85024645,"Oceans, Climate, and Health: The Cholera Paradigm",2005-11-12,2,False,
True,Infectious diseases,Communicable diseases,sh85029015,TOPIC,http://id.loc.gov/authorities/sh85029015,"Oceans, Climate, and Health: The Cholera Paradigm",2005-11-12,2,False,
